# Time-averaged data for fix out
# TimeStep v_depth v_force v_forcePermeter
22000 74.2475 -76.0154 -0.00631276
23000 73.7475 -74.5141 -0.00618808
24000 73.2475 -73.9998 -0.00614537
25000 72.7475 -77.948 -0.00647324
26000 72.2475 -76.1581 -0.0063246
27000 71.7475 -81.7333 -0.0067876
28000 71.2475 -81.4778 -0.00676638
29000 70.7475 -79.1526 -0.00657329
30000 70.2475 -81.3974 -0.00675971
31000 69.7475 -83.0503 -0.00689697
32000 69.2475 -78.2717 -0.00650013
33000 68.7475 -82.7956 -0.00687582
34000 68.2475 -79.2509 -0.00658145
35000 67.7475 -83.3668 -0.00692325
36000 67.2475 -84.8092 -0.00704304
37000 66.7475 -81.7802 -0.0067915
38000 66.2475 -83.634 -0.00694545
39000 65.7475 -81.8459 -0.00679695
40000 65.2475 -86.2421 -0.00716204
41000 64.7475 -80.1323 -0.00665465
42000 64.2475 -83.6173 -0.00694406
43000 63.7475 -82.9226 -0.00688637
44000 63.2475 -80.5641 -0.0066905
45000 62.7475 -83.2692 -0.00691515
46000 62.2475 -85.1708 -0.00707307
47000 61.7475 -82.8054 -0.00687663
48000 61.2475 -81.8338 -0.00679595
49000 60.7475 -85.8536 -0.00712978
50000 60.2475 -83.2082 -0.00691008
51000 59.7475 -82.8071 -0.00687677
52000 59.2475 -84.6056 -0.00702613
53000 58.7475 -83.7784 -0.00695744
54000 58.2475 -83.7231 -0.00695285
55000 57.7475 -84.2728 -0.00699849
56000 57.2475 -84.9197 -0.00705222
57000 56.7475 -86.111 -0.00715115
58000 56.2475 -80.4063 -0.0066774
59000 55.7475 -84.4932 -0.0070168
60000 55.2475 -85.9619 -0.00713876
61000 54.7475 -83.2879 -0.00691671
62000 54.2475 -83.3753 -0.00692396
63000 53.7475 -84.1186 -0.00698569
64000 53.2475 -82.3186 -0.00683621
65000 52.7475 -81.7725 -0.00679085
66000 52.2475 -82.9894 -0.00689192
67000 51.7475 -81.4199 -0.00676157
68000 51.2475 -82.7396 -0.00687117
69000 50.7475 -82.9316 -0.00688712
70000 50.2475 -78.9375 -0.00655542
71000 49.7475 -81.354 -0.0067561
72000 49.2475 -82.7546 -0.00687242
73000 48.7475 -81.7358 -0.00678781
74000 48.2475 -80.4615 -0.00668198
75000 47.7475 -82.7093 -0.00686866
76000 47.2475 -83.8611 -0.00696431
77000 46.7475 -82.3366 -0.0068377
78000 46.2475 -79.2908 -0.00658476
79000 45.7475 -84.0024 -0.00697604
80000 45.2475 -79.369 -0.00659126
81000 44.7475 -83.3038 -0.00691802
82000 44.2475 -77.3736 -0.00642554
83000 43.7475 -82.7713 -0.0068738
84000 43.2475 -79.4605 -0.00659885
85000 42.7475 -78.9567 -0.00655701
86000 42.2475 -80.8649 -0.00671549
87000 41.7475 -78.0123 -0.00647859
88000 41.2475 -81.9498 -0.00680558
89000 40.7475 -76.0803 -0.00631814
90000 40.2475 -81.2206 -0.00674502
91000 39.7475 -78.6866 -0.00653459
92000 39.2475 -79.4228 -0.00659573
93000 38.7475 -76.7037 -0.00636991
94000 38.2475 -79.3732 -0.0065916
95000 37.7475 -77.7191 -0.00645424
96000 37.2475 -77.1704 -0.00640867
97000 36.7475 -79.9968 -0.00664339
98000 36.2475 -79.1188 -0.00657048
99000 35.7475 -74.6544 -0.00619973
100000 35.2475 -78.3674 -0.00650808
101000 34.7475 -76.7468 -0.00637349
102000 34.2475 -74.8352 -0.00621474
103000 33.7475 -78.9243 -0.00655432
104000 33.2475 -76.3937 -0.00634417
105000 32.7475 -78.6797 -0.00653401
106000 32.2475 -78.7523 -0.00654004
107000 31.7475 -74.9009 -0.0062202
108000 31.2475 -72.9732 -0.00606011
109000 30.7475 -75.1661 -0.00624223
110000 30.2475 -74.7699 -0.00620932
111000 29.7475 -72.2889 -0.00600329
112000 29.2475 -73.2714 -0.00608488
113000 28.7475 -75.6684 -0.00628393
114000 28.2475 -69.536 -0.00577466
115000 27.7475 -73.1588 -0.00607553
116000 27.2475 -74.4693 -0.00618436
117000 26.7475 -69.2859 -0.0057539
118000 26.2475 -71.4993 -0.00593771
119000 25.7475 -73.9702 -0.00614291
120000 25.2475 -74.3203 -0.00617199
