# LAMMPS data file written by python

400 atoms
2 atom types
399 bonds
1 bond types

-95.5344 95.5344 xlo xhi
-95.5344 95.5344 ylo yhi
-95.5344 95.5344 zlo zhi


Masses

1 72  # E
2 72  # C

Atoms  # full

1 1 1 0.0 0.000000 0.000000 0.000000
2 1 2 0.0 3.865352 -1.245979 -1.938192
3 1 2 0.0 8.347641 -1.299233 -1.542903
4 1 2 0.0 7.389440 -0.870063 -5.918707
5 1 2 0.0 8.208826 2.452940 -2.997020
6 1 2 0.0 5.064687 0.272759 -5.365818
7 1 2 0.0 8.402139 -1.190795 -8.005783
8 1 2 0.0 4.718520 -0.732017 -10.549496
9 1 2 0.0 8.293762 1.445997 -12.199921
10 1 2 0.0 4.238644 2.321442 -10.456471
11 1 2 0.0 2.498248 3.669452 -6.531691
12 1 2 0.0 3.735477 -0.582796 -7.330225
13 1 2 0.0 6.974514 0.281553 -10.332147
14 1 2 0.0 7.569786 4.595308 -9.197612
15 1 2 0.0 3.459502 6.242050 -9.999988
16 1 2 0.0 7.658197 5.504301 -8.558917
17 1 2 0.0 8.241779 3.083816 -4.810493
18 1 2 0.0 3.890015 2.442457 -5.759600
19 1 2 0.0 7.435386 3.643303 -3.261939
20 1 2 0.0 9.977201 7.252611 -2.388970
21 1 2 0.0 7.701763 3.845011 -0.528691
22 1 2 0.0 12.168721 3.585879 -1.007369
23 1 2 0.0 12.982261 2.492459 -5.296026
24 1 2 0.0 12.984501 0.976611 -9.533030
25 1 2 0.0 17.467534 1.027561 -9.920093
26 1 2 0.0 14.020814 3.330597 -8.169052
27 1 2 0.0 10.500208 6.080858 -8.708865
28 1 2 0.0 11.790552 10.319801 -7.923774
29 1 2 0.0 9.359141 14.093851 -7.615890
30 1 2 0.0 9.092406 14.474286 -3.139941
31 1 2 0.0 6.201543 11.317932 -4.529310
32 1 2 0.0 2.697658 11.271891 -1.706073
33 1 2 0.0 3.104292 11.603946 2.763198
34 1 2 0.0 7.603463 11.671260 2.817276
35 1 2 0.0 9.447397 15.663068 3.774030
36 1 2 0.0 5.723941 13.515057 5.105164
37 1 2 0.0 6.177620 14.089537 9.545226
38 1 2 0.0 7.570343 9.893826 8.704792
39 1 2 0.0 3.216153 10.971581 9.064620
40 1 2 0.0 7.586763 10.748428 8.016779
41 1 2 0.0 9.403835 13.924427 5.397375
42 1 2 0.0 12.930649 12.123777 7.534953
43 1 2 0.0 17.162986 10.606372 7.348400
44 1 2 0.0 21.471717 10.300219 6.087010
45 1 2 0.0 17.105528 9.667511 6.973618
46 1 2 0.0 12.834232 8.624093 6.015856
47 1 2 0.0 14.014045 5.992165 9.469984
48 1 2 0.0 17.684674 6.880745 11.916798
49 1 2 0.0 15.116210 7.566559 8.286006
50 1 2 0.0 11.622047 9.903778 6.680320
51 1 2 0.0 7.154204 9.432007 6.936846
52 1 2 0.0 3.449920 11.775631 7.954544
53 1 2 0.0 5.508570 14.064746 4.672485
54 1 2 0.0 9.331714 15.740119 6.353763
55 1 2 0.0 13.511593 15.026226 4.847456
56 1 2 0.0 15.113426 15.556400 9.019152
57 1 2 0.0 18.448986 17.551684 6.751360
58 1 2 0.0 22.645068 19.076061 6.186402
59 1 2 0.0 26.960385 17.801545 6.246756
60 1 2 0.0 31.460076 17.749005 6.251807
61 1 2 0.0 31.724427 22.136030 7.218311
62 1 2 0.0 27.553534 21.108272 5.877653
63 1 2 0.0 25.160169 20.265434 9.594026
64 1 2 0.0 21.478463 19.635111 7.084499
65 1 2 0.0 25.711302 21.101151 6.655778
66 1 2 0.0 21.498308 22.676625 6.792046
67 1 2 0.0 20.208018 24.337778 10.770202
68 1 2 0.0 20.026218 25.159407 15.190821
69 1 2 0.0 15.527645 25.266803 15.227007
70 1 2 0.0 12.077647 27.920077 14.083481
71 1 2 0.0 15.969121 28.308588 16.309575
72 1 2 0.0 18.928225 31.290699 17.922248
73 1 2 0.0 17.989222 34.655295 15.085389
74 1 2 0.0 13.762141 36.198248 15.118310
75 1 2 0.0 9.892890 37.349139 17.106864
76 1 2 0.0 12.205305 41.121524 17.926525
77 1 2 0.0 16.639187 40.948643 17.177661
78 1 2 0.0 13.919638 37.511873 16.156555
79 1 2 0.0 15.101424 38.604929 11.954340
80 1 2 0.0 17.961038 36.253220 14.512088
81 1 2 0.0 17.805872 38.473105 10.600818
82 1 2 0.0 16.028319 42.300933 9.039396
83 1 2 0.0 16.549972 40.715476 4.860377
84 1 2 0.0 20.537899 40.097215 2.869349
85 1 2 0.0 19.727263 43.600437 0.163742
86 1 2 0.0 23.823954 42.686580 -1.458599
87 1 2 0.0 19.845865 41.941483 -3.425739
88 1 2 0.0 17.744521 39.824608 -0.056290
89 1 2 0.0 21.427926 37.423478 -1.013945
90 1 2 0.0 21.975027 36.409687 -5.363992
91 1 2 0.0 26.218279 36.375907 -6.861882
92 1 2 0.0 22.005341 37.568816 -5.823553
93 1 2 0.0 21.086678 33.196487 -5.286153
94 1 2 0.0 25.031726 35.013958 -6.462333
95 1 2 0.0 24.838173 35.343393 -1.978584
96 1 2 0.0 21.178445 37.896696 -2.559132
97 1 2 0.0 17.061093 38.372248 -4.311634
98 1 2 0.0 17.513187 36.547777 -0.223001
99 1 2 0.0 21.677388 34.949887 -0.819800
100 1 2 0.0 18.945345 33.636651 2.506061
101 1 2 0.0 23.436665 33.669250 2.228596
102 1 2 0.0 19.411964 33.404857 0.233132
103 1 2 0.0 22.904939 35.498403 2.147861
104 1 2 0.0 18.861613 36.535147 3.829134
105 1 2 0.0 19.815884 40.876237 4.532197
106 1 2 0.0 15.587356 40.882790 6.071518
107 1 2 0.0 11.297489 42.065660 6.740745
108 1 2 0.0 15.622524 40.922403 6.253875
109 1 2 0.0 13.740452 42.454014 10.043594
110 1 2 0.0 9.373571 43.232018 9.285271
111 1 2 0.0 8.527813 38.812220 9.276365
112 1 2 0.0 12.505686 37.102840 8.049767
113 1 2 0.0 16.353571 39.354664 8.660558
114 1 2 0.0 12.039975 40.449079 9.327749
115 1 2 0.0 7.877061 41.812059 8.297005
116 1 2 0.0 11.137410 39.181167 6.654284
117 1 2 0.0 15.634385 39.046553 6.749654
118 1 2 0.0 13.377692 42.466083 8.610878
119 1 2 0.0 8.990039 43.462332 8.533498
120 1 2 0.0 5.365973 45.054792 6.393353
