# Time-averaged data for fix out
# TimeStep v_depth v_force
1000 0.2525 0
2000 0.7525 0
3000 1.2525 0
4000 1.7525 -0.000202224
5000 2.2525 -0.0164124
6000 2.7525 -0.0712153
7000 3.2525 -0.177479
8000 3.7525 -0.123017
9000 4.2525 -0.200529
10000 4.7525 -0.334263
11000 5.2525 -0.620906
12000 5.7525 -0.443412
13000 6.2525 -1.36661
14000 6.7525 -2.05566
15000 7.2525 -2.59384
16000 7.7525 -4.96719
17000 8.2525 -5.04159
18000 8.7525 -6.53135
19000 9.2525 -8.02895
20000 9.7525 -10.297
21000 10.2525 -13.555
22000 10.7525 -16.377
23000 11.2525 -19.4178
24000 11.7525 -22.8769
25000 12.2525 -26.5836
26000 12.7525 -29.4078
27000 13.2525 -32.8053
28000 13.7525 -32.1806
29000 14.2525 -38.4821
30000 14.7525 -36.5175
31000 15.2525 -39.5696
32000 15.7525 -41.45
33000 16.2525 -40.5472
34000 16.7525 -41.2699
35000 17.2525 -38.2708
36000 17.7525 -37.4397
37000 18.2525 -37.6216
38000 18.7525 -36.9671
39000 19.2525 -30.1049
40000 19.7525 -31.2317
41000 20.2525 -32.4216
42000 20.7525 -28.4841
43000 21.2525 -24.9166
44000 21.7525 -23.2962
45000 22.2525 -18.9701
46000 22.7525 -19.6636
47000 23.2525 -10.9581
48000 23.7525 -8.00111
49000 24.2525 -4.5877
50000 24.7525 -1.62703
51000 25.2525 3.01115
52000 25.7525 5.57632
53000 26.2525 11.3313
54000 26.7525 17.1882
55000 27.2525 17.8877
56000 27.7525 22.7608
57000 28.2525 27.1917
58000 28.7525 32.071
59000 29.2525 42.888
60000 29.7525 43.1107
61000 30.2525 53.6005
62000 30.7525 55.3925
63000 31.2525 62.2326
64000 31.7525 65.3277
65000 32.2525 69.7805
66000 32.7525 80.4673
67000 33.2525 82.2679
68000 33.7525 84.2963
69000 34.2525 94.6305
70000 34.7525 95.8902
71000 35.2525 105.227
72000 35.7525 109.975
73000 36.2525 117.818
74000 36.7525 120.291
75000 37.2525 128.685
76000 37.7525 138.866
77000 38.2525 145.603
78000 38.7525 155.029
79000 39.2525 162.538
80000 39.7525 168.173
# Time-averaged data for fix out
# TimeStep v_depth v_force
1000 39.7475 85.2491
2000 39.2475 108.854
3000 38.7475 93.7464
4000 38.2475 70.6808
5000 37.7475 50.3231
6000 37.2475 26.8824
7000 36.7475 12.7378
8000 36.2475 3.75402
9000 35.7475 -8.73294
10000 35.2475 -20.5991
11000 34.7475 -30.6598
12000 34.2475 -45.6815
13000 33.7475 -50.663
14000 33.2475 -56.1432
15000 32.7475 -71.3007
16000 32.2475 -78.5555
17000 31.7475 -81.0855
18000 31.2475 -95.008
19000 30.7475 -95.7143
20000 30.2475 -103.256
21000 29.7475 -106.054
22000 29.2475 -113.397
23000 28.7475 -114.987
24000 28.2475 -120.251
25000 27.7475 -124.336
26000 27.2475 -128.863
27000 26.7475 -130.157
28000 26.2475 -135.456
29000 25.7475 -138.144
30000 25.2475 -140.812
31000 24.7475 -145.501
32000 24.2475 -143.218
33000 23.7475 -152.196
34000 23.2475 -154.506
35000 22.7475 -150.831
36000 22.2475 -159.565
37000 21.7475 -158.091
38000 21.2475 -164.225
39000 20.7475 -162.78
40000 20.2475 -167.989
41000 19.7475 -167.243
42000 19.2475 -170.517
43000 18.7475 -170.864
44000 18.2475 -171.09
45000 17.7475 -175.385
46000 17.2475 -176.97
47000 16.7475 -174.064
48000 16.2475 -180.427
49000 15.7475 -174.344
50000 15.2475 -177.767
51000 14.7475 -179.494
52000 14.2475 -178.715
53000 13.7475 -177.884
54000 13.2475 -181.956
55000 12.7475 -179.311
56000 12.2475 -181.806
57000 11.7475 -177.702
58000 11.2475 -180.329
59000 10.7475 -181.529
60000 10.2475 -186.642
61000 9.7475 -181.183
62000 9.2475 -181.372
63000 8.7475 -185.187
64000 8.2475 -180.381
65000 7.7475 -182.007
66000 7.2475 -183.045
67000 6.7475 -178.89
68000 6.2475 -178.23
69000 5.7475 -181.287
70000 5.2475 -177.44
71000 4.7475 -178.401
72000 4.2475 -179.032
73000 3.7475 -171.426
74000 3.2475 -174.005
75000 2.7475 -175.6
76000 2.2475 -172.435
77000 1.7475 -173.19
78000 1.2475 -169.641
79000 0.7475 -171.248
80000 0.2475 -171.434
81000 -0.2525 -168.781
82000 -0.7525 -166.486
83000 -1.2525 -168.771
84000 -1.7525 -165.683
85000 -2.2525 -163.73
86000 -2.7525 -170.469
87000 -3.2525 -165.22
88000 -3.7525 -164.864
89000 -4.2525 -161.62
90000 -4.7525 -163.217
91000 -5.2525 -162.127
92000 -5.7525 -162.654
93000 -6.2525 -164.302
94000 -6.7525 -161.387
95000 -7.2525 -161.469
96000 -7.7525 -161.933
97000 -8.2525 -160.538
98000 -8.7525 -159.024
99000 -9.2525 -161.135
100000 -9.7525 -158.98
101000 -10.2525 -156.807
102000 -10.7525 -157.974
103000 -11.2525 -153.232
104000 -11.7525 -151.71
105000 -12.2525 -151.925
106000 -12.7525 -146.335
107000 -13.2525 -146.983
108000 -13.7525 -142.973
109000 -14.2525 -139
110000 -14.7525 -141.13
111000 -15.2525 -134.403
112000 -15.7525 -130.17
113000 -16.2525 -126.17
114000 -16.7525 -123.363
115000 -17.2525 -115.791
116000 -17.7525 -110.557
117000 -18.2525 -105.17
118000 -18.7525 -97.2662
119000 -19.2525 -91.1075
120000 -19.7525 -81.4284
121000 -20.2525 -75.4963
122000 -20.7525 -69.809
